1	3.7968E-05
1.000069812	0.000151882
1.008938183	0.000298797
1.009570994	0.00031815
1.010097962	0.000157241
1.010627182	0.000395226
1.011190181	5.75893E-05
1.011753181	0.000422556
1.012349961	0.000399743
1.01291296	0.000407657
1.013548024	0.000404065
1.014180835	0.00036196
1.014743835	0.000574064
1.015095147	0.00049718
1.015658147	0.000362487
1.01632699	0.000401314
1.016853958	0.000582979
1.017383178	0.00067599
1.017946177	0.000529496
1.018509177	0.000398308
1.019105957	0.000626833
1.019704988	0.000557512
1.020267988	0.00043386
1.020794956	0.000387575
1.021357955	0.000473102
1.022062831	0.000655815
1.02265961	0.000679495
1.023152798	0.000675938
1.023645986	0.000617966
1.024139174	0.00067659
1.024666141	0.000599129
1.025229141	0.000509929
1.025792141	0.000802313
1.026424952	0.000767734
1.027093796	0.000881325
1.027656795	0.000593074
1.028044139	0.00087043
1.028607139	0.000870907
1.02923995	0.000812826
1.02980295	0.000676422
1.03033217	0.000864544
1.030895169	0.000767164
1.031458169	0.000896818
1.032054949	0.000619123
1.032723792	0.000729314
1.03321698	0.001094493
1.033638104	0.000977204
1.034306947	0.001158481
1.034975791	0.000754482
1.035538791	0.001037977
1.03606801	0.001050309
1.036594978	0.000995742
1.037157978	0.001047476
1.037720977	0.001154425
1.038320009	0.001056534
1.038916789	0.001139977
1.0395496	0.000963058
1.040148632	0.001093938
1.040572008	0.001426253
1.040993131	0.001213399
1.041661975	0.001261638
1.042188943	0.001274147
1.04268213	0.000989713
1.043209098	0.001017939
1.043772098	0.001030378
1.044371129	0.001431461
1.044970161	0.001348963
1.045602973	0.001155253
1.04609616	0.001092249
1.04665916	0.001470362
1.047361784	0.001574742
1.047994595	0.001591609
1.048523815	0.001325684
1.049017003	0.001318341
1.049507938	0.00189675
1.050070938	0.001538946
1.050633938	0.001384198
1.051269001	0.001025804
1.051832001	0.001617405
1.052395001	0.001610279
1.05299178	0.001395301
1.053379124	0.001215838
1.053906092	0.001616593
1.054541155	0.001689637
1.055137935	0.001514323
1.055667155	0.001314674
1.056230154	0.001832703
1.056793154	0.00184973
1.057356154	0.001690133
1.057952933	0.001542464
1.058551965	0.001523242
1.059045153	0.001998427
